Unnamed: 0,rating,title,text,topic
796,5.0,Great product,This fills in my eyebrows great,Complete Brow Kit
797,5.0,Cool product.,"There were several surprise items that I didn't order. it was like bonus items. I really like it.<br />It is very easy to use and so satisfying at result.<br />I always had a hard time to draw my thin and light eye brows, but I think I found that actually works for me.<br />Nice.",Complete Brow Kit
798,5.0,Easy to use.,Love that this is smudge-proof!🙂,Beginner Friendly Use
799,5.0,Exactly what I was looking for,This product is so easy to use and the results are perfect.  Delivery was quick and the product is top quality.,Complete Brow Kit
800,5.0,Low price good quality product 👌,"This product was purchased for my mother and she has loved it,  shes been looking for something similar for years. Previous products would smudge and smear just after a couple hours of use. This pen has been awesome she put it on yesterday and it lasted all day with no problems, even with chicago humidity lol thank you for making awesone products.",Complete Brow Kit
801,4.0,One time amazing look.,I loved the look! It was amazing ! The only downside is it’s a one time use. Was not able worth money I spent.,Complete Brow Kit
802,5.0,Great!,Just got this. Love it!  I’m not too artistic and it’s still easy to use. Older woman with thinning eyebrows and it allows me to fill in and look very natural.,Complete Brow Kit
803,5.0,Easy to use,I like the brow tat. It's easy to use.,Complete Brow Kit
804,5.0,Works great!,Love it so far,Unassigned
805,5.0,Love it,"I love this product. I have been looking for a good eyebrow pen and I found it (thank goodness) it is easy to use and you get better with a few practice strokes. I use it as a base and then go in with some powder. I like them bold :) I am very happy with this product and I highly recommend. Also, what a great price",Complete Brow Kit
806,5.0,Great product,Amazing product goes on smoothly and very noticable and deff enjoyed the new gifts,Product Dryness Issues
807,1.0,Useless,Nothing. It does not work like the website description.,Product Not As Described
808,5.0,Myst have eyebrow filler!,Easiest way to get natural looking fuller brows. Fantastic product. I will definitely recommend it.,Complete Brow Kit
809,5.0,Easy to use,I’ve ordered 2 and can’t say enough good things about this product!  Makes my eyebrows look twice as thick and dark. Great product,Complete Brow Kit
810,5.0,Fast and Painless Eyebrows,Easy to use and realistic looking,Complete Brow Kit
811,5.0,Great Product!,Love this so much!! It does what it says and it gives you a natural look! Thanks!,Complete Brow Kit
812,5.0,Blends in well and appears natural!!,I have dark brown hair and eyebrows. I am using the Chestnut color and it blends in well and appears natural.  I purchased this product to fill in my thinning arches and outer ends of my eyebrows.,Complete Brow Kit
813,1.0,NOT WORTH THE TROUBLE,"This eyebrow pencil is absolutely worthless! I had to send mine back it was dried up and did not work, don't waste your time",Complete Brow Kit
814,5.0,Natural Brows with Little Effort,"I simply love this product. I have run the gamut on eyebrow products from pencils, to powders, to gels. What I love about this pen is not only is it easy to use, it creates a naturalistic look where the brows are finely filled instead of dark and heavy. I would definitely recommend this product and I will be buying again! Thank you",Complete Brow Kit
815,4.0,Does the trick!,Have had the opportunity to use this product twice since receiving my order and can report that the product is true to its description in all ways. I have age-related thinning of eyebrows and was desperate for a product that was easy to apply and natural looking. This eyebrow pen doesn’t smudge and doesn’t wear off until you decide to wash it off. The eyebrow stencils were an extra bonus. I’ve never used them before but they’re a great tool for creating a natural looking arch to your own brow.,Complete Brow Kit
816,5.0,Smudge proof eyebrow pen!,"This is definitely my new go to brow pen! I have very sparse eyebrows. With this pen, I can fill in and define my brows! It is moisture wicking and easy to use and no smudging! I am glad I bought 2!",Complete Brow Kit
817,5.0,My brows are happy,The chestnut matches perfectly-not to light for my medium to dark brown brows.<br />The pen it self delivers the right amount of ink- not too thick. Natural looking swipes!,Complete Brow Kit
818,1.0,Does not work for long,Doesn’t work for long.,Product Drying Out
819,5.0,Great product,Easy to use; looks natural.,Complete Brow Kit
820,3.0,Don't like,Nothing like it's Describe,Product Not As Described
821,5.0,Great product,Works great. Easy to apply. Actually stays on until you take off with makeup remover wipes.,Complete Brow Kit
822,2.0,Barely Visible,So very disappointing 😢 The product barely comes out I have to constantly shake it to get anything out. I had high hopes but this. One was a bust 😕,Product Drying Out
823,1.0,Order a different one,"I ordered one. Returned it. It was dried out. I returned that one, and exchanged it for another one. That one worked twice. Horrible product.",Product Drying Out
824,5.0,great product,Love this!!!! I can never find an eyebrow pen as good as this one. Goes on easy and stays in place all day,Complete Brow Kit
825,5.0,It’s a great buy and it works great,It comes with a easy to use stencil and a cute pink razor and tweezers.  It’s really smudge proof too.,Complete Brow Kit
826,1.0,Waste of money,This was just a wet marker. I could’ve just used a Crayola marker for that. No precision. The ink just blend it all into one smudge. Waste of money,Product Drying Out
827,1.0,Dried up after 1st Use,"I was happy when I first used the eyebrow liner, very fluid and came out quickly.  Since my first use, it barely comes out, seems to had only the first application available for proper use.  I have to shake it down to try to get fluid to even<br />use and press hard on my eyebrows.  It stays on well.  And the brown was a bit darker than expected.",Product Drying Out
828,5.0,Works great!,Easy to use.  Filled in my spare brows.  Waterproof,Complete Brow Kit
829,2.0,Too red & can't apply if sweating a bit.,"Color is super red not even close to brown, I was somewhat sweating and it was impossible to apply. I'm returning it and give a different color a chance, and try to avoid sweating to see if that makes a difference. I'll update.",Color Matching Issues
830,5.0,Wonderful product to buy,"This is perfect for eyebrow and waterproof . I used before to go work and after 12 hour still looks same ,very nice",Complete Brow Kit
831,1.0,Missing parts,All I got was a pencil and a razor.  Was it supposed to include stencils?,Complete Brow Kit
832,5.0,Great so far!,"I ordered chestnut, its a little lighter so I may order the darker one.<br />It is definitely smudge proof!<br />You have a gentle application as it starts lighty and you can darken with each stroke.<br />Long lasting and takes a little getting use to but it is amazing and creates a more natural look to the eyebrows.",Complete Brow Kit
833,5.0,Awesome!,I have had my eyebrows microbladed 3 times and it doesn’t hold. Now that I have this I will never think about microblading again.,Complete Brow Kit
834,5.0,Smudge proof and easy to use,My mother loves this product.  She says it's easy to use and smudge proof.,Beginner Friendly Use
835,1.0,Don’t buy it,The product seemed full first use and then diminished after 2nd 3rd use.,Product Drying Out
836,5.0,Good Product,Color match is really good.  It stays on all day.  Easy to apply.,Color Matching Issues
837,5.0,A must have for any makeup case,Finally a cosmetic brow product that let's me achieve the look I've been wanting.,Complete Brow Kit
838,5.0,Perfectly Natural Look,"Perfect application, looks natural. Easy to apply, fast shipping.",Complete Brow Kit
839,5.0,Easier than you think!,"Love this product! Easy to use. When using, concentrate on coloring your brow and not your skin under your brow. This is what I learned from using it. Long lasting and looks great! Use a brow brush with it as well.",Complete Brow Kit
840,5.0,Excellent buy!!,"Love it! Very easy to appl, stays perfect all day and looks natural! Great product !",Complete Brow Kit
